
значение показателя за год
;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;
Путеец;;;;;;-5,5;-3,8;-2;-8,1;-4,9;-6,7;-8,1;-8,8;-12,8;-12,6;-5;
Сельское поселение;;;;;;;;;;;;;;;;;;
Каджером;;;;;;1,5;-2,8;-11;-16,3;-12,7;-15;-21,2;-18;-23,6;-20,3;-13,9;
Озёрный;;;;;;6,9;-1,9;-3,3;-5,4;-9,6;-10,9;-13,6;-15,6;-24,1;-21,4;-21,5;
Приуральское;;;;;;;;;-13,1;-6,6;-18,6;-4,9;-7,6;-10,3;-29,6;-14,1;
Чикшино;;;;;;;;;-19,9;-19,5;-14,7;-16;-30,3;-26,7;0;-13,7;
Муниципальный район Прилузский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Прилузский;;;;;-2,1;1,7;-0,8;-1,6;-4;-5,1;-4,5;-5,5;-8,3;-8,8;-10,7;-10,4;
Сельское поселение;;;;;;;;;;;;;;;;;;
Вухтым;;;;;;-9,8;-4;4,1;2,2;-10,9;-14,7;-9,2;-9,4;1,2;-5,9;-15;
Гурьевка;;;;;;;;;-18,7;5,3;-14,7;-5,5;-11,3;-11,6;-5,2;-27,2;
Занулье;;;;;;;;;10,3;;-32,6;-22,2;-22,7;0;-17,2;-11,4;
Летка;;;;;;2,3;-3;1,9;-6,7;-2,5;-5,5;-6;-9,4;-3,5;-5,7;-5,8;
Лойма;;;;;;2;-8;-8,2;-15,1;-18;-7;-20,6;-18,7;-24,5;-28,7;-16,5;
Мутница;;;;;;;;;-9,7;-2;2,1;-8,6;-15,6;0;-18,7;-4,3;
Ношуль;;;;;;4;;-5,4;-1,8;-9,2;-8,1;-12,6;-15,6;-7,7;-19,1;-18,1;
Объячево;;;;;;5,4;4,4;5,4;1,7;0,8;1,6;1;-0,4;-8,2;-8,2;-6,4;
Прокопьевка;;;;;;;;;-13,3;-14,2;-7,6;-47,6;-41,6;-17,4;-8;-32,8;
Слудка.;;;;;;;;;15,8;-25,2;-3;-21,8;3,1;-25,7;-9,3;-22,8;
Спаспоруб;;;;;;;;;-20,1;;-8,2;-1,4;-4,4;-13,3;-15,5;-7,4;
Черёмуховка;;;;;;-7,2;-10,8;-20,1;-16,4;-26,6;-21,8;-14,2;-33,5;-19,5;-16,3;-21,5;
Чёрныш (до 1 января 2021 года);;;;;;;;;8,5;-14;;3,7;-9,6;;;;
Муниципальный район Сосногорск;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Сосногорск;;;;;-1,2;0,5;0,2;-3,3;-1,5;-3,5;-3,1;-5,1;-7;-11,2;-9,3;-8,6;
Городское поселение;;;;;;;;;;;;;;;;;;
Сосногорск;;;;;;1,5;1,3;-1,6;0,6;-2,5;-2;-4,1;-6,1;-9,8;-9;-8,9;
Войвож;;;;;;-3,5;-11,2;-15,1;-15,2;-15,4;-11,4;-10,6;-11;-20,6;-21,3;-16;
Нижний Одес;;;;;;-1,4;-0,2;-5,1;-5;-3,5;-4,5;-7,1;-8,8;-13,3;-7,5;-5,9;
Муниципальный район Сыктывдинский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Сыктывдинский;;;;;5,7;5,1;4;3;2,9;0,1;1,4;0;-3,7;-4,7;-5,1;-5;
Сельское поселение;;;;;;;;;;;;;;;;;;
Выльгорт;;;;;;6,5;6,2;7,1;6,9;3,4;4;4,2;-1,2;-2,6;-2,3;-1,5;
Зеленец;;;;;;11,9;6,8;5,5;1,4;5,2;1,5;-0,8;-2,9;-0,7;-3;-3,9;
Лэзым;;;;;;;;;-17,1;-12,9;-4,2;8;;3,8;0;1,8;
Мандач;;;;;;;;;14,6;-21,1;-17,5;-51,3;-27,4;-14,1;18,4;-53,7;
Нювчим;;;;;;;;;-11,3;-21,4;-22,6;-22,9;-10,4;-25,5;-17,4;-19,9;
Озёл;;;;;;;;;-11,6;-16,5;-12,8;-13,1;-17,6;4,5;-48,1;-10,5;
Пажга;;;;;;2,7;5,7;-2,6;3,9;-1,3;1,7;-2,7;-6,3;-6,8;-5,4;1;
Палевицы;;;;;;8,5;-12,1;6,1;6,9;-3,6;1,8;-2,8;-2,8;-9,7;-11;-16,5;
Слудка;;;;;;;;;-13,2;-10,1;-5,2;-3,5;-21,6;-17,1;-19,6;-10,4;
Часово;;;;;;7,6;2,8;1,9;2,8;4,7;1;3;-2;-3,1;-8,9;-11;
Шошка;;;;;;;;;-11,5;-18,4;;-8,1;-3,3;-6,8;-12,5;-9,3;
Ыб;;;;;;;;;-4,7;-2,4;4,8;-6,1;-9,8;-12,5;-5,7;-19,1;
Яснэг;;;;;;-2,9;-2;-11,2;-4,8;-12,3;-11,2;-16,8;-13,3;-24,7;-17,6;-15,5;
Муниципальный район Сысольский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Сысольский;;;;;5,6;-0,9;0,7;-1,6;-1,3;-2;-4,9;-5,3;-8,6;-13,6;-7,5;-10,7;
Сельское поселение;;;;;;;;;;;;;;;;;;
Визинга;;;;;;3,1;4,1;5,4;1,8;3;-1,2;-1,1;-4,4;-8,6;-2,3;-4,8;
Визиндор;;;;;;;;;-14,2;-3,3;-8,3;-6,9;-14,4;-18,8;-14,2;-18,6;
Вотча;;;;;;;;;-11,5;-30,1;-19,5;-13,2;-6,6;-73;-47,9;-30,1;
Гагшор;;;;;;;;;-20,3;-5,2;-10,5;-5,4;-31,1;-21,1;-12,7;-13,3;
Заозерье;;;;;;;;;-2,1;-14,8;-22,9;-29,6;-23,5;-42;-25,8;-42,4;
Куниб;;;;;;-5,6;-15,6;-20,7;-11;-17,7;-16,7;-11,6;-19;-24,2;-13,9;-22,3;
Куратово;;;;;;;;;6,1;-8,8;-14,7;-16,5;-12,6;-5,8;-30,2;-23,7;
Межадор;;;;;;;;;10,1;2,9;-3;-4,6;1,6;-6,4;6,9;-17,1;
Палауз;;;;;;;;;11,5;5,7;23,9;-6,3;-26,2;-6,8;-7,5;0;
Пыёлдино;;;;;;;;;-10,6;7,2;1,8;3,9;-4;-13,9;-17,1;-6,7;
Чухлэм;;;;;;;;;-3,7;-5,6;2;-12,1;-10,2;-27,1;-4,6;-9,5;
Муниципальный район Троицко-Печорский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Троицко-Печорский;;;;;-2;-5,6;-3;-2,6;-4,4;-7,2;-7,5;-13,4;-13,4;-18,1;-15,2;-11,7;
Городское поселение;;;;;;;;;;;;;;;;;;
Троицко-Печорск;;;;;;-5,3;-0,8;;-1,5;-3,4;-3,7;-10,9;-11,2;-13,8;-12,4;-8,7;
Сельское поселение;;;;;;;;;;;;;;;;;;
Приуральский;;;;;;;;;-7,8;2;-20,5;-6,4;-10,9;-20,2;-19,1;-25,1;
Знаменка;;;;;;;;;7,7;-4,1;-13,6;-24,6;-15,7;-16,3;-44,1;-32,3;
Комсомольск-на-Печоре;;;;;;;;;-7,3;-8,9;;-7,9;-17,7;-22,5;-29,8;-10,6;
Куръя;;;;;;;;;9,6;-19,4;-21,7;;-62,5;13,5;-33,3;-46,5;
Митрофан-Дикост;;;;;;;;;-13,6;-46,8;-29,3;-39,4;-11,5;-24,2;-22,5;-36;
Мылва;;;;;;;;;-13,4;-11;-2,8;-16;-14,8;-19,6;-8,1;-8,3;
Нижняя Омра;;;;;;;;;-7,2;-12,1;-17,6;-35,6;-18;-19,1;-16,9;-7,9;
Покча;;;;;;;;;-11;-13,8;-28,7;-12,5;-5,1;-35,1;-13,9;-25,9;
Усть-Илыч;;;;;;;;;-4,5;-20,7;-12,2;-28,5;-32,7;-34,2;-9,2;-20;
Якша;;;;;;;;;-9,7;-6,3;-7,7;-5,2;-13,3;-31;-24,1;-10,4;
Муниципальный район Удорский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Удорский;;;;;3,1;0,9;1,8;-0,7;0,6;-3,8;-6,1;-4,4;-5,8;-11,6;-8;-7,8;
Городское поселение;;;;;;;;;;;;;;;;;;
Благоево;;;;;;3,2;1,2;0,4;6,3;;-9,4;-5,7;-5,5;-14,7;-6,3;-8,2;
Междуреченск;;;;;;3,7;6,2;-0,8;2,5;3,3;-1,7;-0,8;;-7,1;1,9;-11,4;
Усогорск;;;;;;4,1;4,5;1,1;-0,7;-1,5;-1,5;-1,7;-2,5;-7;-2,6;-0,4;
Сельское поселение;;;;;;;;;;;;;;;;;;
Буткан;;;;;;;;;;-23,8;-30,6;;-5,5;-35,5;-28,4;-46,5;
Важгорт;;;;;;;;;-7,3;;-21,2;-4;-18,6;-17;-10,1;-15,7;
Вожский;;;;;;9,1;4,6;2,6;2,4;2,1;0,8;;-0,4;-2,6;-31,3;-19,6;
Глотово;;;;;;;;;;;-8,7;-26,9;-9,3;-18,9;-16,3;-20,6;
Ёдва;;;;;;4,3;2,2;9;-0,8;-6,3;2,4;1,6;-6;0;-47,4;-17,8;
Кослан;;;;;;-13,2;-0,5;-2,2;2,7;-7,3;-6,9;-6,6;-13,5;-19,5;-9;-8,1;
Большая Пучкома;;;;;;;;;-16,4;-33,9;-26,5;-19,6;-78,7;-61,8;-41,7;-22,5;
Большая Пысса;;;;;;;;;7,5;-17,9;-32,5;-35,2;-24,8;-32,3;-18,2;-22,8;
Чернутьево;;;;;;;;;-22;-13,1;-27,5;-14,2;-6;-40,4;-32,4;-17,1;
Чим;;;;;;;;;-2,8;-8,6;-18,2;-6,3;3,3;-17,2;-19,6;-27,9;
Чупрово;;;;;;;;;-9,9;-52,3;-57,5;-44,6;-35,2;-77,5;-34;-44,8;
Муниципальный район Усть-Вымский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Вымский;;;;;-2,4;;-2,6;-4,1;-3,7;-4,9;-7,3;-6,6;-8;-12,4;-6,6;-7,5;
Городское поселение;;;;;;;;;;;;;;;;;;
Микунь;;;;;;0,8;-0,2;-6,1;-3,6;-2,7;-4,2;-5,6;-5,1;-9;-5,5;-5,6;
Жешарт;;;;;;-0,5;-2,2;-1;-5,5;-6,5;-7,8;-4;-8,9;-15,7;-8,4;-7,5;
Сельское поселение;;;;;;;;;;;;;;;;;;
Айкино;;;;;;-3,1;-6,7;1,8;0,9;-2,2;-7,9;-8,6;-2,2;-13,8;0,3;-8,6;
Вежайка;;;;;;;;;2,6;-10,6;-8,1;;-8,4;-2,9;0;-25;
Гам;;;;;;;;;-1,5;-13,2;-7,5;-9,3;-17,9;-8,4;-13,7;-14;
Донаёль;;;;;;;;;-12,2;-7,5;2,5;-16;-8,1;-11,1;-13,5;-21,2;
Илья-Шор;;;;;;;;;-19,3;-7,3;-15;-15,3;-12,9;-7,9;-18;0;
Кожмудор;;;;;;;;;-2,4;-10,9;-20;-11,6;-26,6;-23,3;-5,3;-5,5;
Мадмас;;;;;;;;;-14,1;-16;-10,3;-9,1;-15,7;-19,5;-10,4;-12,1;
Межег;;;;;;;;;-2,9;;-16,6;-7,8;-14,1;-19,3;-11;-11,1;
Студенец;;;;;;;;;-10,9;-1,9;-19,5;-22,1;-14,4;-10,6;-11,5;-5,7;
Усть-Вымь;;;;;;;;;7,6;-7,7;-5,7;-11,6;-15,3;-8,3;-9,4;-13,3;
Муниципальный район Усть-Куломский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Куломский;;;;;3,6;4,5;4,9;-0,5;1,3;-0,3;-2,3;-3;-4,8;-6,7;-7,8;-7,6;
Сельское поселение;;;;;;;;;;;;;;;;;;
Аныб (до 1 января 2018г);;;;;;;;;-12;;;;;;;;
Вольдино;;;;;;;;;8;-3,4;-2,3;-4,6;-2,3;-11,9;-10;-1,3;
Нижний Воч;;;;;;;;;6,8;5,2;3,4;8,5;13,6;0;-7,2;1,9;
Диасёръя;;;;;;;;;11,7;-12;-9,8;-12,5;7,6;-15,2;-5;-7,4;
Деревянск;;;;;;;;;1,5;-18,1;-6,5;-22,3;-28,2;-1,8;-13,4;-18,9;
Дзёль (до 1 января 2020 года);;;;;;;;;6,2;6,5;-36;;;;;;
Дон;;;;;;;;;-1,4;1,5;-1,5;2,9;7,4;-3;-3,2;5;
Кебанъёль;;;;;;7,5;8,1;-0,6;-0,6;6,3;4,4;0,6;-8,6;-7,4;-6,3;-7,1;
Керчомъя;;;;;;;;;-8;3,5;3,7;-1,2;-7,6;-2,6;-13,7;-24,3;
Кужба;;;;;;8,7;8,8;3;3;1;11,2;1,1;1;-4,2;-5,1;-2;
Мыёлдино;;;;;;;;;-10,5;-8,3;-34,5;-9;-3,1;-10;-13,6;-35,5;
Носим (до 1 января 2018г);;;;;;;;;1,9;;;;;;;;
Парч;;;;;;;;;-8,5;4,2;-4,2;;4,2;-4,2;-5,1;-10,6;
Пожег;;;;;;5,5;2;-4,7;0,5;1,1;;-7,8;1,6;-11,3;-9,9;-10,7;
Помоздино;;;;;;6,3;12,1;0,7;3,8;-7,9;-4,1;0,7;;-10;-1,4;-5,2;
Зимстан;;;;;;-1,9;-0,6;-3,2;-7,8;-7,1;-1,3;0,6;-13,6;-8,1;-13,5;-13,8;
Руч;;;;;;;;;8,4;-3,5;-2,4;-8,7;-12,8;-18,6;-22,1;-15,6;
Тимшер;;;;;;4,5;;-8,7;-4,9;-1,7;-3,4;-9;-15,5;-15,1;-15,4;-10,8;
Усть-Кулом;;;;;;1,1;7,3;5,1;7,3;3,9;-3,2;-2;-4,5;-1,3;-7,7;-3,4;
Усть-Нем;;;;;;;;;-6,6;-5;;-5,2;-5,3;-14,5;-7;-19,6;
Югыдъяг;;;;;;17,4;8,8;0,8;-2,1;3,8;-3,9;-5,8;-8,1;-3,7;-1,6;-7,3;
Муниципальный район Усть-Цилемский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Цилемский;;;;;1,3;-0,1;0,9;1,1;-1,7;-2,6;-5,6;-7;-5,7;-7,2;-8,8;-6,2;
Сельское поселение;;;;;;;;;;;;;;;;;;
Среднее Бугаево;;;;;;;;;-13,3;-17,2;10,9;-34,4;;-20,2;-27;-28,2;
Ёрмица;;;;;;;;;;-6,4;-6,7;-14,2;-21,9;-30,4;-3;-3;
Коровий Ручей;;;;;;0,7;2,9;2,2;1,4;-4,3;2,1;-9,5;-3,7;3,6;-1,5;-6,7;
Нерица;;;;;;;;;27,9;-18,4;-4,5;-13,9;-4,7;0;-24,7;-6,7;
Новый Бор;;;;;;;;;-10,5;-6,9;1,4;-12,8;-11,6;-11,9;-7,7;-18,7;
Окунев Нос;;;;;;;;;-1,8;-3,8;-5,9;-11,9;-11,8;-17,8;-13,3;-11,8;
Замежная;;;;;;-4,1;3,5;-2,2;-0,7;;-10,6;-8,5;5,4;-15,9;-13,7;-9,8;
Уег;;;;;;;;;;-34;-14,2;-21,6;-37,9;0;-36,7;-19,4;
Усть-Цильма;;;;;;2,1;2,8;6,7;-1,6;3,3;-5,9;-0,4;-3,3;-2,9;-6;0,7;
Хабариха;;;;;;;;;;;-17,7;-11,7;-5,8;-14,8;-15,6;-13;
Трусово;;;;;;-8,9;-0,7;-13,5;-4,9;-14,3;-11,4;-12,5;-19,2;-14,1;-14,2;-14,7;
Городские округа Республики Коми;;;;;;;;;;;;;;;;;;
Городской округ, городской округ с внутригородским делением;;;;;;;;;;;;;;;;;;
Сыктывкар;;;;;3,6;3,6;3,3;4,1;3,8;2,3;0,4;-0,2;-2,2;-5,1;-3,3;-2;
Воркута (до 1 января 2025 года);;;;;3,2;3,5;3,6;3,6;0,9;1,3;0,6;-1,1;-2,5;-4,5;-3,2;-2,3;
Вуктыл (до 1 января 2024 года);;;;;;;;;;-2;-5,4;-6,3;-10,4;-8,4;-10,7;-9,2;
Инта (до 1 января 2025 года);;;;;-2,6;-2;-3,5;-4,7;-5,6;-5,9;-5,9;-6,8;-10;-14;-12,6;-10,2;
Усинск (до 1 января 2024 года);;;;;5,8;6,7;6,5;5,9;5,2;4,3;2,7;2,5;0,6;-0,8;1,2;0,9;
Ухта (до 1 марта 2024 года);;;;;0,3;1,1;1;0,3;0,5;-0,1;-1,6;-2,2;-3,7;-7,2;-5,5;-4,4;

значение показателя за год, Всего, Всего, Миграция-всего
;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;
Число прибывших, человек;;;;;;;;;;;;;;;;;;
Муниципальный район Вуктыл (до 1 января 2017 года);;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Вуктыл (до 1 января 2017 года);227;142;215;314;355;305;433;521;498;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;
Вуктыл (до 1 января 2017 года);199;117;181;283;305;265;357;429;417;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;
Дутово (до 1 января 2017 года);;;;7;16;20;40;48;30;;;;;;;;
Лемтыбож (до 1 января 2017 года);;;;1;5;1;7;11;16;;;;;;;;
Подчерье (до 1 января 2017 года);;;;23;25;15;23;24;33;;;;;;;;
Усть-Соплеск (до 1 января 2017 года);;;;;4;4;6;9;2;;;;;;;;
Муниципальный район Ижемский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Ижемский;110;97;63;304;427;432;535;625;592;553;573;612;543;604;535;531;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Ижемского района;;;;;;;;;;;;;;;;531;
Брыкаланск;;;;11;5;19;26;23;25;22;37;17;22;26;36;16;
Ижма;;;;96;148;129;161;170;168;144;147;192;145;179;173;153;
Том;;;;21;31;32;39;35;48;39;30;39;30;44;30;32;
Кельчиюр;;;;25;28;32;46;65;29;41;41;46;42;39;43;34;
Кипиево;;;;5;16;34;31;39;28;29;20;26;26;28;22;10;
Краснобор;;;;12;28;36;41;48;56;59;57;64;69;71;44;50;
Мохча;;;;31;55;45;44;57;49;45;48;41;31;47;53;57;
Няшабож;;;;4;21;19;24;14;22;28;20;20;17;21;8;22;
Сизябск;;;;25;33;29;53;68;58;45;55;56;34;45;55;69;
Щельяюр;;;;74;62;57;70;106;109;101;118;111;127;104;71;88;
Муниципальный район Княжпогостский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Княжпогостский (до 1 января 2025 года);232;274;170;321;488;518;504;518;508;571;662;688;748;679;657;606;
Городское поселение;;;;;;;;;;;;;;;;;;
Городские поселения Княжпогостского района;;;;;;;;;;;;;;;;484;
Емва;;;;214;279;355;328;306;295;323;403;426;463;407;387;369;
Синдор;;;;18;61;60;73;94;75;96;124;126;141;142;105;115;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Княжпогостского района;;;;;;;;;;;;;;;;122;
Ветью (до 1 января 2018г);;;;;2;5;6;;5;5;;;;;;;
Вожаёль (до 1 января 2013 года);;;;6;7;;;;;;;;;;;;
Иоссер;;;;5;9;10;7;8;9;14;8;6;4;2;10;0;
Княжпогост (до 1 января 2013 года);;;;6;27;;;;;;;;;;;;
Мещура;;;;5;10;6;5;12;13;16;14;19;11;13;7;7;
Серёгово;;;;24;28;25;12;17;21;36;28;34;37;31;44;39;
Тракт;;;;9;17;22;27;38;36;22;19;20;25;27;30;21;
Туръя;;;;12;6;6;6;5;8;11;17;14;12;7;10;14;
Чиньяворык;;;;14;18;16;23;23;39;31;34;26;31;34;38;32;
Шошка.;;;;8;24;13;17;15;7;17;15;17;24;16;26;9;
Муниципальный район Койгородский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Койгородский;100;107;87;327;306;336;334;398;451;400;367;335;379;307;313;269;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Койгородского района;;;;;;;;;;;;;;;;269;
Грива;;;;13;11;5;9;13;11;13;9;17;30;10;11;5;
Кажым;;;;35;28;31;33;49;39;67;42;27;44;41;25;24;
Койгородок;;;;125;110;124;130;165;170;151;163;146;139;129;146;124;
Койдин;;;;51;39;67;50;49;58;50;68;42;68;36;45;44;
Ком ( до 1 января 2020 года);;;;1;13;7;9;2;16;10;7;18;;;;;
Кузьёль;;;;8;12;16;4;13;11;12;6;7;13;8;5;6;
Нижний Турунъю (до 1 января 2017г);;;;11;8;18;22;13;26;;;;;;;;
Нючпас (до 1 января 2023 г);;;;11;7;8;6;5;11;5;5;9;2;9;6;;
Подзь;;;;46;48;40;49;65;75;67;47;52;70;49;56;47;
Ужга;;;;26;30;20;22;24;34;25;20;17;13;25;19;19;
Муниципальный район Корткеросский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Корткеросский;222;266;185;602;915;825;913;1013;1105;1175;952;899;880;700;695;630;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Корткеросского района;;;;;;;;;;;;;;;;630;
Богородск;;;;19;34;40;42;36;39;46;36;33;32;35;24;27;
Большелуг;;;;18;38;24;54;38;47;42;38;35;34;39;27;33;
Вомын;;;;20;38;37;15;25;20;21;13;30;26;32;32;11;
Додзь;;;;80;92;77;61;92;74;62;83;68;68;58;58;68;
Керес;;;;12;19;21;25;36;36;28;28;28;24;30;21;22;
Корткерос;;;;99;167;162;207;225;321;407;282;246;244;199;224;194;
Намск;;;;12;17;21;23;31;22;26;15;22;21;10;14;10;
Маджа;;;;30;38;39;23;27;18;24;36;18;22;22;16;14;
Мордино;;;;29;72;71;53;66;69;71;63;46;52;43;40;33;
Нёбдино;;;;6;7;12;20;20;13;19;22;22;18;14;17;7;
Нившера;;;;32;49;39;31;43;59;66;52;43;42;28;26;26;
Пезмег;;;;57;72;40;76;117;113;84;66;61;71;42;49;41;
Подъельск;;;;14;48;38;31;23;30;40;17;30;23;19;12;15;
Подтыбок;;;;30;29;27;42;41;38;34;24;37;41;24;37;19;
Позтыкерес;;;;8;12;11;17;19;17;12;6;18;21;7;13;6;
Приозёрный;;;;59;72;46;42;39;37;53;40;29;32;38;24;33;
Сторожевск;;;;50;76;79;94;79;90;91;80;83;72;46;45;43;
Усть-Лэкчим;;;;27;35;41;57;56;62;49;51;50;37;14;16;28;
Муниципальный район Печора;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Печора;1037;921;891;1610;2114;2247;2207;2198;1978;1994;2092;1828;1636;1308;1310;1383;
Городское поселение;;;;;;;;;;;;;;;;;;
Городские поселения района Печора;;;;;;;;;;;;;;;;1291;
Печора;770;624;628;1160;1586;1691;1724;1680;1549;1551;1639;1425;1243;1067;1073;1172;
Изъяю (до 1 января 2013 года);;;;48;;;;;;;;;;;;;
Кожва;40;68;37;120;166;186;195;194;147;182;170;158;140;88;81;77;
Путеец;;;;55;94;101;94;90;58;80;88;89;63;48;48;42;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения района Печора;;;;;;;;;;;;;;;;92;
Зеленоборск (до 1 января 2013 года);;;;18;;;;;;;;;;;;;
Каджером;;;;43;77;75;95;101;95;76;82;59;78;53;37;43;
Кедровый Шор (до 1 января 2013 года);;;;22;;;;;;;;;;;;;
Косью (до 1 января 2013 года);;;;1;;;;;;;;;;;;;
Красный Яг (до 1 января 2013 года);;;;58;;;;;;;;;;;;;
Озёрный;;;;18;98;116;56;62;66;54;69;62;56;25;36;35;
Приуральское;;;;5;33;22;11;29;32;21;15;14;21;8;12;6;
Соколово (до 1 января 2013 года);;;;7;;;;;;;;;;;;;
Сыня (до 1 января 2013 года);;;;16;;;;;;;;;;;;;
Чикшино;;;;39;60;56;32;42;31;30;29;21;35;19;23;8;
Муниципальный район Прилузский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Прилузский;130;121;143;413;399;372;474;358;560;611;614;579;552;465;425;393;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Прилузского района;;;;;;;;;;;;;;;;393;
Ваймес (до  1 января 2017г);;;;7;5;7;14;16;12;;;;;;;;
Верхолузье (до 1 января 2017г);;;;2;6;5;10;4;8;;;;;;;;
Вухтым;;;;10;22;13;33;25;32;39;47;23;25;24;39;22;
Гурьевка;;;;12;14;12;14;23;14;13;22;21;25;20;9;10;
Занулье;;;;1;2;2;4;3;3;2;7;3;1;5;5;3;
Летка;;;;80;55;44;89;59;70;83;107;108;102;75;61;47;
Лойма;;;;22;13;42;25;12;18;38;24;18;35;18;25;20;
Мутница;;;;2;6;8;16;13;17;19;19;24;11;9;18;11;
Ношуль;;;;38;45;24;31;27;50;63;63;64;58;56;46;49;
Объячево;;;;163;174;126;137;121;209;242;233;220;189;208;183;190;
Прокопьевка;;;;5;1;6;4;3;3;7;3;10;8;1;6;1;
Слудка.;;;;4;10;14;17;12;16;7;21;13;20;11;6;6;
Спаспоруб;;;;11;10;21;40;13;41;43;19;20;24;7;10;18;
Черёмуховка;;;;24;12;28;16;16;33;33;36;40;32;31;17;16;
Чёрныш (до 1 января 2021 года);;;;18;14;13;15;4;21;22;13;15;22;;;;
Читаево (до 1 января 2017г);;;;14;10;7;9;7;13;;;;;;;;
Муниципальный район Сосногорск;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Сосногорск;496;476;561;1161;1443;1385;1617;1658;1774;1722;1662;1642;1369;1498;1523;1313;
Городское поселение;;;;;;;;;;;;;;;;;;
Городские поселения района Сосногорск;;;;;;;;;;;;;;;;1313;
Сосногорск;;;;568;738;942;1071;1099;1146;1163;1109;1174;945;1042;1108;966;
Войвож;;;;49;64;77;121;140;114;138;118;90;93;75;72;83;
Нижний Одес;;;;346;349;366;425;419;514;421;435;378;331;381;343;264;
Сельское поселение;;;;;;;;;;;;;;;;;;
Верхнеижемский  (до 1 янвря 2013 года);;;;23;31;;;;;;;;;;;;
Вис  (до 1 янвря 2013 года);;;;8;8;;;;;;;;;;;;
Ираёль  (до 1 янвря 2013 года);;;;13;92;;;;;;;;;;;;
Керки  (до 1 янвря 2013 года);;;;47;51;;;;;;;;;;;;
Малая Пера  (до 1 янвря 2013 года);;;;11;18;;;;;;;;;;;;
Поляна  (до 1 янвря 2013 года);;;;46;22;;;;;;;;;;;;
Усть-Ухта  (до 1 янвря 2013 года);;;;50;70;;;;;;;;;;;;
Муниципальный район Сыктывдинский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Сыктывдинский;646;579;731;1360;1145;1166;1459;1338;1431;1259;1322;1078;1153;1219;924;1133;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Сыктывдинского района;;;;;;;;;;;;;;;;1133;
Выльгорт;;;;661;576;638;767;634;710;651;708;578;649;734;514;681;
Зеленец;;;;232;100;165;188;148;184;142;171;123;114;113;102;135;
Лэзым;;;;18;31;16;39;37;28;30;49;40;35;47;36;24;
Мандач;;;;8;20;14;29;27;14;22;13;15;12;13;12;8;
Нювчим;;;;21;41;38;43;50;48;16;30;37;24;22;24;27;
Озёл;;;;25;15;4;12;18;11;10;7;7;6;7;2;9;
Пажга;;;;94;92;89;123;134;125;132;97;82;92;88;70;70;
Палевицы;;;;63;41;52;40;56;64;38;50;38;48;47;64;40;
Слудка;;;;34;37;18;43;47;37;33;32;23;30;15;13;12;
Часово;;;;61;47;36;59;41;60;52;37;37;53;43;26;52;
Шошка;;;;42;53;28;44;52;41;32;49;37;16;31;12;17;
